Date,Open,High,Low,Close,Adj Close,Volume
2018-08-06,129.710007,131.100006,127.150002,128.169998,126.737564,7878600
2018-08-13,128.229996,131.880005,128.160004,131.570007,130.099579,6850300
2018-08-20,131.589996,132.399994,130.089996,131.360001,129.891922,6232500
2018-08-27,131.449997,134.190002,130.139999,134.110001,132.611191,6069200
2018-09-03,138.070007,138.179993,131.539993,132.470001,131.338318,8189500
2018-09-10,132.889999,134.729996,130.179993,133.630005,132.488419,7799300
2018-09-17,134.029999,134.509995,131.619995,133.369995,132.230621,10273900
2018-09-24,133.339996,139.369995,133.339996,139.119995,137.931488,9392400
2018-10-01,139.949997,141.050003,137.699997,138.970001,137.782776,8168400
2018-10-08,138.979996,141.110001,132.240005,133.860001,132.716446,8053600
2018-10-15,133.960007,137.880005,132.339996,133.710007,132.567734,9357900
2018-10-22,134.029999,134.979996,124.320000,127.860001,126.767693,10800000
2018-10-29,129.229996,138.309998,121.169998,134.440002,133.291489,15427100
2018-11-05,135.050003,144.179993,134.270004,143.949997,142.720245,10046000
2018-11-12,144.000000,144.960007,135.970001,140.289993,139.091507,9967200
2018-11-19,140.220001,141.470001,133.479996,134.929993,133.777283,6822800
2018-11-26,135.740005,145.740005,134.729996,143.990005,142.759903,10502100
2018-12-03,145.690002,147.419998,135.520004,135.860001,135.026398,8403600
2018-12-10,135.610001,137.619995,125.540001,126.730003,125.952431,10340500
2018-12-17,120.000000,127.209999,118.730003,120.080002,119.343231,13383000
2018-12-24,119.709999,124.099998,115.720001,122.510002,121.758324,5005000
2018-12-31,123.480003,124.860001,119.120003,123.389999,122.632919,6012100
2019-01-07,123.620003,129.820007,123.489998,129.139999,128.347641,8256500
2019-01-14,128.330002,136.089996,127.949997,134.539993,133.714508,7675000
2019-01-21,133.759995,135.320007,131.500000,132.899994,132.084579,6698100
2019-01-28,132.110001,140.970001,130.080002,139.710007,138.852798,10488400
2019-02-04,138.990005,140.960007,137.619995,139.529999,138.673904,5512200
2019-02-11,139.339996,144.300003,137.309998,144.259995,143.374863,5049700
2019-02-18,143.809998,145.229996,141.160004,144.039993,143.156219,5672400
2019-02-25,144.039993,145.550003,137.729996,138.470001,137.620392,7761100
2019-03-04,139.110001,139.520004,124.040001,124.739998,124.332916,13490500
2019-03-11,124.709999,133.479996,124.050003,132.350006,131.918091,12093200
2019-03-18,132.229996,137.309998,131.649994,134.440002,134.001266,8243300
2019-03-25,133.750000,133.779999,127.760002,130.380005,129.954514,6892900
2019-04-01,131.639999,134.389999,129.669998,134.080002,133.642441,6439000
2019-04-08,133.470001,134.720001,127.519997,127.870003,127.452713,6950400
2019-04-15,128.009995,128.250000,110.309998,115.239998,114.863922,14577500
2019-04-22,115.169998,125.620003,113.949997,125.550003,125.140282,12987700
2019-04-29,125.779999,131.589996,122.720001,125.610001,125.200081,13061300
2019-05-06,123.480003,128.899994,121.150002,123.750000,123.346153,8363200
2019-05-13,121.559998,124.910004,119.620003,123.510002,123.106941,6896100
2019-05-20,122.790001,128.770004,122.750000,123.839996,123.435852,9540000
2019-05-27,123.309998,125.739998,120.879997,122.570000,122.170006,4900600
